?Name,?version,?wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,?>bug
prop-4,285,5,4,0,7,10,10,0,7,1,2.0,24,0.0,0,0.875,0.55,2,3,3.8,1,0.8,0
prop-4,285,5,6,0,21,24,4,0,21,1,0.916666667,81,0.0,0,0.875,0.666666667,2,3,14.6,1,0.6,0
prop-4,285,2,3,0,26,21,1,0,26,2,1.0,87,0.0,0,0.857142857,0.625,1,1,41.5,1,0.5,0
prop-4,285,1,8,0,1,2,0,0,1,1,2.0,5,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
prop-4,285,2,3,0,17,18,1,0,17,2,1.0,72,0.0,0,0.857142857,0.625,1,1,34.5,1,0.5,0
prop-4,285,4,4,0,13,24,4,0,13,1,0.666666667,633,0.0,0,0.9,1.0,1,1,156.25,5,2.75,0
prop-4,285,7,5,0,16,37,15,1,15,4,0.944444444,153,0.0,0,0.907407407,0.5,4,9,20.42857143,1,0.7143,0
prop-4,285,4,7,0,13,27,4,0,13,3,1.0,109,0.0,0,0.968253968,0.5555555560000001,6,12,25.5,1,0.5,0
prop-4,285,6,4,0,22,42,0,0,22,2,0.8714285709999999,458,0.28571428600000004,2,0.846153846,0.36666666700000006,2,5,73.0,2,0.8333,0
prop-4,285,5,6,0,9,14,8,0,9,1,1.0,46,0.0,0,0.875,0.5,3,3,7.6,1,0.6,0
prop-4,285,3,1,0,25,48,1,0,25,2,0.9,238,0.2,0,0.0,0.75,0,0,76.66666667,7,2.3333,0
prop-4,285,5,4,1,15,26,10,1,14,1,1.0,123,0.0,0,0.818181818,0.533333333,1,1,23.4,5,2.2,0
prop-4,285,6,5,13,29,35,13,13,16,1,0.966666667,188,0.166666667,0,0.943396226,0.325,1,1,29.33333333,5,1.5,0
prop-4,285,4,7,0,13,27,4,0,13,3,1.0,114,0.0,0,0.968253968,0.5555555560000001,6,12,26.75,1,0.5,0
prop-4,285,9,1,0,46,102,34,3,43,1,0.925,977,0.2,0,0.0,0.375,0,0,107.0,2,0.8889,0
prop-4,285,2,3,0,13,16,1,0,13,2,2.0,63,0.0,0,0.857142857,0.625,1,1,30.5,6,3.0,0
prop-4,285,2,3,0,13,17,1,0,13,2,2.0,49,0.0,0,0.857142857,0.625,1,1,23.5,1,0.5,0
prop-4,285,5,6,0,8,14,8,0,8,1,1.0,45,0.0,0,0.88,0.5,3,3,7.4,1,0.6,0
prop-4,285,5,6,0,15,20,4,0,15,1,0.916666667,68,0.0,0,0.875,0.666666667,2,3,12.0,1,0.6,0
prop-4,285,2,4,0,17,16,1,0,17,2,2.0,70,0.0,0,0.933333333,0.6,1,1,34.0,1,0.5,0
prop-4,285,2,3,0,14,17,1,0,14,2,1.0,69,0.0,0,0.857142857,0.625,1,1,33.0,5,2.5,1
prop-4,285,4,5,0,23,45,4,3,20,3,1.0,201,0.0,0,0.9607843140000001,0.5555555560000001,4,10,48.5,1,0.5,0
prop-4,285,2,3,0,7,6,1,0,7,2,2.0,29,0.0,0,0.857142857,0.625,1,1,13.5,1,0.5,0
prop-4,285,7,3,0,27,57,17,0,27,6,0.962962963,278,0.222222222,0,0.8214285709999999,0.5,0,0,37.42857143,7,2.2857,0
prop-4,285,2,3,0,13,14,1,0,13,2,2.0,47,0.0,0,0.857142857,0.625,2,2,22.5,1,0.5,1
prop-4,285,3,6,0,11,19,3,0,11,3,1.0,66,0.0,0,0.9636363640000001,0.666666667,2,2,20.66666667,4,1.6667,0
prop-4,285,2,3,0,15,17,1,0,15,2,1.0,104,0.0,0,0.857142857,0.625,1,1,49.5,1,0.5,0
prop-4,285,0,1,0,1,0,0,1,0,0,2.0,4,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
prop-4,285,2,3,0,14,14,1,0,14,2,2.0,41,0.0,0,0.857142857,0.625,1,1,19.5,1,0.5,0
prop-4,285,2,3,0,8,13,1,0,8,2,2.0,50,0.0,0,0.857142857,0.625,1,1,24.0,5,2.5,0
prop-4,285,6,6,0,16,24,3,0,16,1,0.8666666670000001,103,0.0,0,0.84,0.7333333329999999,2,3,15.66666667,1,0.6667,0
prop-4,285,5,5,0,8,11,10,0,8,1,2.0,32,0.0,0,0.8857142859999999,0.7,3,4,5.4,2,1.0,0
prop-4,285,5,4,0,38,99,4,0,38,2,0.5625,1776,0.0,0,0.7333333329999999,0.65,1,1,353.4,1,0.8,1
prop-4,285,2,3,0,18,16,1,0,18,2,1.0,84,0.0,0,0.857142857,0.625,1,1,40.5,1,0.5,0
prop-4,285,2,3,0,13,16,1,0,13,2,2.0,74,0.0,0,0.857142857,0.625,1,1,36.0,1,0.5,0
prop-4,285,2,3,0,17,17,1,0,17,2,2.0,79,0.0,0,0.857142857,0.625,1,1,38.5,1,0.5,0
prop-4,285,2,3,0,9,13,1,0,9,2,2.0,53,0.0,0,0.857142857,0.625,1,1,25.5,1,0.5,0
prop-4,285,4,6,0,12,24,2,0,12,3,0.8666666670000001,106,0.2,1,0.9636363640000001,0.666666667,1,1,24.25,2,1.0,0
prop-4,285,2,3,0,3,4,1,0,3,1,2.0,8,0.0,0,0.833333333,1.0,1,1,3.0,1,0.5,0
prop-4,285,4,4,0,9,14,4,0,9,3,1.0,55,0.0,0,0.931034483,0.5555555560000001,3,3,12.0,1,0.5,0
prop-4,285,2,4,0,30,32,1,0,30,2,1.0,140,0.0,0,0.933333333,0.6,1,1,68.5,1,0.5,0
prop-4,285,2,3,0,23,29,1,0,23,2,2.0,147,0.0,0,0.857142857,0.625,1,1,72.5,1,0.5,1
prop-4,285,2,3,0,16,19,1,0,16,2,1.0,72,0.0,0,0.857142857,0.625,1,1,34.5,1,0.5,0
prop-4,285,4,6,0,8,13,4,0,8,1,1.0,42,0.0,0,0.913043478,0.5555555560000001,2,2,8.75,1,0.5,0
prop-4,285,2,3,0,15,15,1,0,15,2,2.0,54,0.0,0,0.857142857,0.625,1,1,26.0,1,0.5,0
prop-4,285,3,1,0,8,11,1,1,7,1,0.75,39,0.5,0,0.0,0.5,0,0,11.33333333,1,0.3333,0
prop-4,285,4,5,0,14,40,4,1,13,3,1.0,174,0.0,0,0.9607843140000001,0.5555555560000001,4,8,41.75,1,0.5,0
prop-4,285,2,3,0,11,15,1,0,11,2,2.0,62,0.0,0,0.857142857,0.625,1,1,30.0,1,0.5,1
prop-4,285,7,8,0,14,22,21,0,14,1,1.0555555559999998,110,0.0,0,0.87804878,0.375,2,6,14.28571429,1,0.7143,0
prop-4,285,2,3,0,14,17,1,0,14,2,2.0,72,0.0,0,0.857142857,0.625,1,1,35.0,1,0.5,0
prop-4,285,4,3,0,26,44,4,0,26,2,0.8205128209999999,558,0.23076923100000002,0,0.904761905,0.5555555560000001,0,0,135.25,13,4.0,0
prop-4,285,5,5,0,12,15,10,0,12,1,2.0,43,0.0,0,0.882352941,0.55,1,2,7.6,1,0.8,0
prop-4,285,4,6,0,8,13,4,0,8,1,1.0,42,0.0,0,0.913043478,0.5555555560000001,2,2,8.75,1,0.5,0
prop-4,285,8,4,0,23,44,8,6,17,5,0.857142857,220,0.0,0,0.8125,0.535714286,2,2,26.125,1,0.75,0
prop-4,285,3,4,0,4,8,3,2,2,2,1.166666667,29,0.0,0,0.974358974,1.0,3,7,7.666666667,1,0.3333,1
prop-4,285,8,6,2,22,36,22,2,20,1,0.892857143,179,0.0,0,0.7857142859999999,0.5,2,6,20.875,1,0.75,1
prop-4,285,2,3,0,22,32,1,0,22,2,1.0,114,0.0,0,0.857142857,0.625,1,1,55.5,1,0.5,0
prop-4,285,3,4,0,3,8,3,1,2,2,1.166666667,29,0.0,0,0.962962963,1.0,2,2,7.666666667,1,0.3333,0
prop-4,285,3,4,0,13,20,3,0,13,1,1.0,220,0.0,0,0.931034483,1.0,1,1,70.66666667,6,2.3333,0
prop-4,285,2,3,0,18,20,1,0,18,2,2.0,106,0.0,0,0.857142857,0.625,1,1,52.0,1,0.5,0
prop-4,285,9,5,0,27,59,0,0,27,8,0.791666667,464,0.0,0,0.875,0.65625,4,11,50.22222222,1,0.7778,0
prop-4,285,11,1,0,52,230,53,2,50,1,0.94,1200,0.2,0,0.0,0.2,0,0,107.6363636,5,1.3636,2
prop-4,285,4,3,0,26,47,4,0,26,2,0.7777777779999999,286,0.166666667,0,0.904761905,0.666666667,0,0,69.0,7,2.75,0
prop-4,285,5,2,0,20,52,4,1,19,4,0.666666667,680,0.666666667,0,0.916666667,0.35714285700000004,0,0,134.4,21,9.0,0
prop-4,285,7,1,0,39,80,19,1,38,3,0.944444444,704,0.333333333,0,0.0,0.257575758,0,0,99.14285714,1,0.7143,2
prop-4,285,4,5,0,19,36,4,0,19,3,1.0,266,0.0,0,0.9607843140000001,0.5555555560000001,4,9,64.75,1,0.5,0
prop-4,285,2,3,0,21,25,1,0,21,2,1.0,105,0.0,0,0.857142857,0.625,1,1,51.0,1,0.5,0
prop-4,285,2,3,0,15,13,1,0,15,2,2.0,44,1.0,0,0.958333333,0.666666667,2,2,20.5,1,0.5,0
prop-4,285,5,7,0,2,10,10,0,2,1,1.083333333,35,0.0,0,0.9189189190000001,1.0,3,6,5.4,1,0.6,0
prop-4,285,4,4,0,20,49,2,0,20,1,0.833333333,363,0.25,0,0.916666667,1.0,2,3,88.75,10,2.75,1
prop-4,285,6,4,0,15,21,15,0,15,2,0.8666666670000001,113,0.0,0,0.918367347,0.36111111100000004,0,0,17.33333333,2,1.1667,0
prop-4,285,2,3,0,13,10,1,0,13,2,1.0,36,0.0,0,0.857142857,0.625,1,1,16.5,1,0.5,0
prop-4,285,4,6,0,3,9,6,1,2,2,1.111111111,32,0.0,0,0.962264151,1.0,5,8,6.25,1,0.5,0
prop-4,285,4,6,0,3,9,6,1,2,2,1.111111111,32,0.0,0,0.962264151,1.0,5,8,6.25,1,0.5,0
prop-4,285,35,1,0,106,207,593,51,56,33,0.992647059,2112,0.25,0,0.0,0.19004524899999997,0,0,59.22857143,58,4.2857,2
prop-4,285,5,4,0,4,8,10,0,4,1,2.0,19,0.0,0,0.875,0.4,2,2,2.8,1,0.8,0
